sr_no,sol_id,acct_name,schm_code,principal_payment_due_date,principal_payment_amount,interest_payment_due_date,primary_manager_id,secondary_manager_id,tertiary_manager_id,cbo_srm_id,credit_admin_manager_id,normal_interest,interest_calc_status,penal_interest,penal_calc_status,processing_status
380232,1379,FGxe@uAn.R^5b:aRF9:VHfqd59)wNwot*Qg\`29to9SkCI*1V(1D8s&.?(d,LNECL,,,28-02-2023,NA,192877,21314,116665,116665,,pending,,pending,Normal_Interest_Is_Null
378866,1165,ImBjArNmlwPIX:gZLF3##l|p:H,LNECL,28-02-2023,80550,28-02-2023,228188,178074,9337,390237,345754,12029.53,Done,,pending,Done
379607,1261,">Zts:JSj<""XG",LNECL,,,28-02-2023,NA,365255,92560,383615,148433,11157.88,Done,,pending,Done
385835,2640,IZpk3vP:=s\9gx\_AME+UaonfD6nQ9>:fNbUWE;d,LNECL,,,28-02-2023,NA,331325,136072,342973,342973,943761.97,Done,3.6,Done,Done
386586,2994,IZk@G|J[l{Z8dxiVKLG)HkJk9=:fO=iA0Ob\S5,LNECL,,,28-02-2023,NA,263905,334032,164346,164346,13118.38,Done,0,Done,Done
380442,1394,;fob;JIh1(_HgBXd|DFz,LNECL,,,28-02-2023,NA,203119,203119,9216,329799,292660.27,Done,,pending,Done
379071,1165,8kkg:~Erlx[HdMXTEwB-W8vo+,LNECL,,,28-02-2023,NA,158608,29162,167793,370335,0,Done,,pending,Normal_Interest_Is_Zero
376325,55,<kqnFvIh2RQ@Z<gcLw?{Gam\3s0nHA>:+,LNECL,,,28-02-2023,NA,351213,33114,383615,148433,25021.23,Done,,pending,Done
380911,1530,8ZjeFs l2ue7aBaX|A@zXk~m097EGL.,LNECL,,,28-02-2023,NA,185691,16281,40836,328534,219034.11,Done,,pending,Done
386055,2764,Apcl;~Y:2!S=c>XcFF9VZg|f:,LNECL,,,28-02-2023,NA,211229,128632,352737,67031,3727.45,Done,2.85,Done,Done
386245,2865,Fkkm7JA^CsZ7Zxc`IAE~Lfq;:M7y@E=t7Tb^OE;@l0M5G<%,LNECL,,,28-02-2023,NA,335382,168059,9390,9390,13805.95,Done,5934.01,Done,Done
376271,48,IZpg3w m={^=iL3aSLq#W\,LNECL,,,28-02-2023,NA,332891,12993,350864,350864,72509.22,Done,,pending,Done
376525,64,7nvo9 If1RO5gL3aOAHwW]Jg0A-y@<,LNECL,,,28-02-2023,154716,154716,NA,205418,21123,133589.04,Done,,pending,Done
379575,125,Id{l7kD,LNECL,,,28-02-2023,NA,348047,348047,9216,329799,66934.93,Done,,pending,Done
381995,1541,9agrD$ [4wZ7^>f1MNFVOln,LNECL,,,28-02-2023,NA,305419,209108,27621,387360,322918.08,Done,,pending,Done
376655,70,"9acl3zAn5{,9YNVRQAA%DdJn67-jOQitt",LNECL,,,28-02-2023,NA,33856,25118,330129,74634,209746.79,Done,,pending,Done
379285,118,Hhih;~ m={ZHZQ3ZK<;w#h|d=58jzD3B0V^L,LNECL,,,28-02-2023,NA,157929,9891,346430,346430,49836.16,Done,41.64,Done,Done
383495,1697,InreD~Erl{Z8jLgcF=EVOawd;9(,LNECL,,,28-02-2023,NA,NA,NA,9216,329799,77262.46,Done,5.53,Done,Done
383805,1772,"B^vsqtUg=R`FVFc`IA@{#Yx_f5({@F>J9G9X`:Lat, 8<D*/Zw",LNECL,,,28-02-2023,NA,3435,145105,342973,342973,21985.98,Done,51.77,Done,Done
380427,1394,"A^gr3~ [;v,7dFcRKQ",LNECL,,,28-02-2023,144908,13595,13595,84950,327379,0,Done,,pending,Normal_Interest_Is_Zero
380424,1394,?geoqmOf<(^G5!\_AA3_#h|d=58jzD3B0V^L,LNECL,,,28-02-2023,NA,133457,12221,23937,129990,114072.33,Done,,pending,Done
378915,1165,Chf@8yRa2R\Jix_eA,LNECL,28-02-2023,1560000,28-02-2023,NA,352878,18151,8036,390307,175211.51,Done,,pending,Done
380197,137,@9d@F|A^2%_,LNECL,,,28-02-2023,NA,176912,41135,164844,164844,0,Done,,pending,Normal_Interest_Is_Zero
386815,3057,"IkgeqnUl4s,AVK^VQA@}",LNECL,,,28-02-2023,NA,264337,22131,18067,18067,1411.04,Done,0,Done,Done
380537,1409,LbmaEr _1(O5iBb_>Dq Qk~d;I8nJF=,LNECL,,,28-02-2023,NA,357200,113789,47699,47699,0,Done,,pending,Normal_Interest_Is_Zero
378237,1164,7`crIkL:G{\DZK37|K> G]|;7J8EGL.,LNECL,28-02-2023,122222,28-02-2023,NA,363303,363303,334766,322056,15515.05,Done,,pending,Done
378603,1164,8acs=kR:0~Q5cBaX|K7)Yam`,LNECL,,,28-02-2023,NA,176530,8978,47182,180716,0,Done,,pending,Normal_Interest_Is_Zero
380460,1394,"H?j@EzA]2&,DgBiRQ=q#Leso,8",LNECL,,,28-02-2023,359111,119488,85306,1283,180356,2080821.92,Done,,pending,Done
379563,1243,"C9cm;x [;v,7dFcRKQ",LNECL,,,28-02-2023,NA,199796,199796,679,204531,0,Done,,pending,Normal_Interest_Is_Zero
380303,139,Inoe7~ c;x^5XHa1MJ;-Dlo;3=1nO=.,LNECL,,,28-02-2023,175236,172357,72221,17021,17021,0,Done,,pending,Normal_Interest_Is_Zero
376591,67,7fut7| f.t_,LNECL,,,28-02-2023,NA,368406,130982,102848,102848,143640.41,Done,,pending,Done
376281,49,">Ztv7v [4(Ms^GWZ>wB)Lnko,s0nHA>:+",LNECL,,,28-02-2023,NA,204390,204390,19721,328527,27472.9,Done,,pending,Done
379683,129,"IatiqvAr:{,Hg:WZK?qyRez\5M",LNECL,28-02-2023,222222.22,28-02-2023,NA,154850,101122,15635,292379,34317.81,Done,,pending,Done
379101,1165,"Ohg@KyE:2~Q7iKb_F;EVLfnd(s4wDN+I,""eQ[:Jed",LNECL,,,28-02-2023,NA,342883,45508,167793,370335,53106.02,Done,,pending,Done
375861,42,":bhf7|EhARS5gFX_QKq'Ua!\;9cqDE3I,F",LNECL,,,28-02-2023,NA,129101,20736,207558,207558,147705.48,Done,,pending,Done
375021,678,IZoa>oSq.%UsiKTUBJE,LNCTL,,,28-02-2023,NA,354386,18380,104871,104871,136563.42,Done,,pending,Done
380431,1394,AZrl;xKmlwZ;^GXVOA@}#h|d=58jzD3B0V^L,LNECL,,,28-02-2023,NA,NA,OPER0777,205418,353519,137010.96,Done,,pending,Done
380171,1369,LblaK}R_2RNI^EWVOK,LNECL,,,28-02-2023,NA,339507,7237,16820,27423,25751.51,Done,,pending,Done
375601,31,Ibfh;JVc;se5`xXUF:>{V8zm0J%y@w6>4KmMR,LNECL,,,28-02-2023,NA,195014,27426,356453,356453,24099.32,Done,,pending,Done
378701,1165,8kkv3} :=%UJVMX1IA? W]n;ns*tME/G3[9J`:Bli(N@r:0-e#>e@oX805vW#-m:4^;c-_,LNECL,,,28-02-2023,NA,342883,48167,8098,390307,48751.84,Done,,pending,Done
380406,1394,Kgk@6oRcAwZ85E\^FL7z,LNECL,28-02-2023,2070000,28-02-2023,NA,348047,348047,9216,329799,398389.4,Done,,pending,Done
378937,1165,>Zos3JEhC{^CcFX_Q9>VVgvp;=3sNw:G0XZ\SpBim0T17,LNECL,,,28-02-2023,NA,154596,293100,167793,370335,0,Done,,pending,Normal_Interest_Is_Zero
380007,134,FkksFsN_l{Z8jLgcF=EVOln,LNECL,,,28-02-2023,NA,46045,354379,21809,97180,0,Done,,pending,Normal_Interest_Is_Zero
379110,1165,IatiqlAf.|UshMXVIw;%Gm}o9=)x,LNECL,,,28-02-2023,NA,27391,18151,8036,390307,66443.12,Done,,pending,Done
379857,131,7btwA|Kml{Z8^:39BF9 Q]om0B+NzH<>=CmM.=Jd,LNECL,,,28-02-2023,NA,360575,603,340960,340960,221674.08,Done,,pending,Done
400751,136,CZna4kR:?w`BVx`RE9>V+hS;3H(,LNXAU,,,,NA,115374,48947,382389,353507,,pending,,pending,No_Interest_Payment_Due
378205,1164,"@Z{s:|E_lzMFYPTcBKq'Ua!\;9cqDE3I,F",LNECL,28-02-2023,313889,28-02-2023,111016,151425,21733,341426,374840,42710.8,Done,,pending,Done
376974,87,8ZioDk ^2ze8g:gVP,LNECL,,,28-02-2023,NA,198204,16744,371342,371342,0,Done,,pending,Normal_Interest_Is_Zero
380195,137,7kpa6  _1(O5iBb_>Dq~HYvo/s%s?w-=(Tb\O3Be@;RAFK,LNECL,28-02-2023,62500,28-02-2023,201131,176912,26899,164844,164844,9094.95,Done,,pending,Done
377125,91,Dhdl7JTl.vQFh,LNECL,28-02-2023,127778,28-02-2023,NA,147963,23135,149055,161465,18966.58,Done,,pending,Done
375805,42,HZoeErW[?RUFdG3RK<q*W]ogf=2iPK>G0Gl,LNECL,28-02-2023,83300,28-02-2023,NA,324885,8929,100993,100993,9399.79,Done,,pending,Done
380836,1519,CHu@4kJ[7RO<ZF\T>DE,LNECL,,,28-02-2023,34632,123194,13312,352737,352737,0,Done,,pending,Normal_Interest_Is_Zero
374515,703,">bihq|Ah4w,:ZKgZIAL{Uk",LNBLA,28-02-2023,158000,28-02-2023,NA,27685,31647,31647,31647,129270.47,Done,6.88,Done,Done
378684,1165,"Hlr@5yNn?""XseKb[B;F*#h|d=58jzD3B0V^L",LNECL,,,28-02-2023,NA,178074,29162,24526,386667,33552.3,Done,,pending,Done
386502,297,InreDxOp.RMIiH``?A>{V8zm0J%y@w6>4KmMR,LNECL,28-02-2023,1313416,28-02-2023,155823,298618,3921,11836,375012,211586.11,Done,119.27,Done,Done
376335,55,Iki@6sSn?{NIiHed|HD YY~`f@-rDL/9,LNECL,28-02-2023,72440,28-02-2023,NA,281360,12324,389239,389239,10435.71,Done,,pending,Done
375935,43,"LZva@ Ki<~,5^KV`Kw7%J_",LNECL,28-02-2023,136111,28-02-2023,NA,186217,15552,25466,25466,16834.35,Done,,pending,Done
375295,12,"Iate7JB[9sV=5:ZcLw8wUeJd589xOJ3::""iZWG7tefL5@@5 Y",LNECL,28-02-2023,375000,28-02-2023,NA,163037,23067,112866,112866,43191.78,Done,,pending,Done
379805,1294,>ZtiqyM:7wc9aEXcP,LNECL,28-02-2023,47000,28-02-2023,NA,59028,42555,152202,145825,7202.2,Done,,pending,Done
379905,133,CHu@ErIpl!MFVBa1G9;%,LNECL,28-02-2023,75576,28-02-2023,NA,357409,195774,352737,352737,10417.91,Done,,pending,Done
379471,123,Fkky3JH[;vXCdFf,LNECL,,,,NA,27685,52397,68151,177861,,pending,,pending,No_Interest_Payment_Due
376803,79,"8Zna<s o1,[;",LNECL,,,28-02-2023,NA,108537,123436,383615,148433,0,Done,,pending,Normal_Interest_Is_Zero
383821,178,HZxiq}E[l*[Fa=3dBJH F]},LNECL,28-02-2023,61111,,NA,348443,272801,114908,169472,6998.98,Done,0,Done,No_Interest_Payment_Due
379371,1192,Onuu8JM[9sN5gxgc><;%J8vg7,LNECL,,,28-02-2023,137708,193946,42151,369003,46280,54417.81,Done,,pending,Done
380076,1359,9^ooDk c:#QL,LNECL,,,28-02-2023,NA,206795,87469,293291,293291,0,Done,,pending,Normal_Interest_Is_Zero
380396,1394,HZviAxAflwZ;^GXVOKq#W\,LNECL,28-02-2023,555555,28-02-2023,NA,347165,NA,9216,329799,88131.74,Done,,pending,Done
380072,1358,"8fk@5kBf2&,DgBiRQ=q#Leso,8",LNECL,28-02-2023,277000,28-02-2023,NA,135764,135764,18167,148319,42020.13,Done,,pending,Done
386695,301,?9e@;xT_?!MH^HaRI,LNECL,,,28-02-2023,NA,208326,136072,356706,356706,267216.66,Done,29.26,Done,Done
386656,301,8nta3{ _:t^C^=XcV,LNECL,28-02-2023,9700,28-02-2023,208326,178678,145105,363544,363544,1298.68,Done,0,Done,Done
377171,93,Iakv3vIelu[AbNaZ@9F Rf};7J8EGL.,LNECL,28-02-2023,108333,28-02-2023,NA,41553,26197,80426,115767,18150.16,Done,,pending,Done
384545,2025,HZkn4yW:A%M8^GZ1@G?'Df$,LNECL,,,28-02-2023,NA,178367,101122,259421,108377,24825.89,Done,53.1,Done,Done
384555,2030,"IatiqkN[;',Gi>X]|HD YY~`f@-rDL/9",LNECL,,,28-02-2023,NA,339807,339807,173713,173713,70004.94,Done,64.78,Done,Done
384585,2040,A9x@F|A^6!SsXH`a>FK,LNECL,,,28-02-2023,164575,159363,52541,43745,43745,14242.82,Done,303.65,Done,Done
378554,1164,7Zut:k m.~`sb:e\BL;%J8zm0J%y@w6>4KmMR,LNECL,,,28-02-2023,NA,165892,165892,334766,322056,48976.03,Done,,pending,Done
379747,129,IatiAwS[6R_HZ>_d|HD YY~`f@-rDL/9,LNECL,,,28-02-2023,NA,206634,27292,15635,292379,267532.88,Done,,pending,Done
380367,1394,"H?j@EzA]2&,DgBiRQ=q#Leso,8",LNECL,28-02-2023,3572917,28-02-2023,359111,119488,85306,1283,180356,821085.59,Done,,pending,Done
379184,1165,D9o@<JR_AsU@,LNECL,,,28-02-2023,292882,178074,9337,8036,390307,14332.45,Done,,pending,Done
379600,126,Kmva?JPf.&`Cb>ed|HD YY~`f@-rDL/9,LNECL,,,28-02-2023,NA,NA,135764,378655,328668,0,Done,,pending,Normal_Interest_Is_Zero
380030,1345,Lnnc3x j.uW5\BaX|D>',LNECL,28-02-2023,50000,28-02-2023,199796,157026,30431,27234,338077,7585.96,Done,,pending,Done
375334,13,";ekt7JD]<%,DgBiRQ=q#Leso,8",LNECL,28-02-2023,444444,28-02-2023,NA,216969,128688,357138,357138,59895.96,Done,,pending,Done
380404,1394,InfaD}H[;RY=c<[VJw> Pa~`+,LNECL,28-02-2023,644450,28-02-2023,NA,181399,270598,23937,129990,95495.55,Done,,pending,Done
380862,152,L9uqGkR_lwZHZKccFK7*,LNECL,,,28-02-2023,NA,128598,148597,116665,116665,0,Done,,pending,Normal_Interest_Is_Zero
379202,1165,Ikkk3| \<'`@ZxffMH> Hj},LNECL,,,28-02-2023,228188,178074,9337,167793,370335,51763.01,Done,,pending,Done
376461,61,Fntp>o g6u^CeHee|;3)Gayq(G'zG9<t7Tb^OE;@l0M5G<%,LNECL,28-02-2023,608333,28-02-2023,NA,199973,178016,27234,338077,114012.54,Done,,pending,Done
377201,95,Akwt;JT_0zZCZGZZK=7)Lfq;7J8EGL.,LNECL,28-02-2023,58330,28-02-2023,NA,194331,193493,148446,18334,9288.56,Done,,pending,Done
380150,136,"CZna4kR:8""PIc@T]IMDVVgx\f6% <JiE9KoIb6uli4I@8;",LNECL,28-02-2023,194500,28-02-2023,NA,115374,48947,382389,353507,52661.6,Done,,pending,Done
378140,1164,Iakv5rAh1%M=5BaU>J5~Dfn,LNECL,28-02-2023,27777,28-02-2023,NA,8978,289848,321565,328583,3794.09,Done,,pending,Done
378750,1165,"7[jiDkM::""`CgL",LNECL,28-02-2023,112750,28-02-2023,NA,171955,8600,390237,345754,18395.24,Done,,pending,Done
379921,133,KireDJIh1{Msi:a_FF9VLfnp:H6n@K,LNECL,28-02-2023,770000,28-02-2023,NA,34632,13858,352737,352737,104341.18,Done,,pending,Done
375891,43,F^iaE S:6!X5c=3TLFFwLfomf8)uJLiE=VG(ZE:N,LNECL,28-02-2023,66670,28-02-2023,NA,97891,47326,153576,153576,7940.65,Done,,pending,Done
379437,1213,Iawb:kM:6!PIhMeZBK,LNECL,,,28-02-2023,NA,145044,7841,366807,366807,165421.23,Done,,pending,Done
380304,139,FZxiF|A:@sX9hxV`OHA)Dlsj5,LNECL,,,28-02-2023,275920,138911,81173,17021,17021,0,Done,,pending,Normal_Interest_Is_Zero
380307,139,"I[n@7xEl4,,@^F\eB<",LNECL,,,28-02-2023,NA,308222,12141,17021,17021,191702.05,Done,,pending,Done
378274,1164,IpcsFsK[l&`9ZE37|9>#L]n;7F3iP;>HfRkQd2Je@3I9<K&~,LNECL,28-02-2023,575000,28-02-2023,NA,175585,175585,12754,328584,78475.68,Done,,pending,Done
385205,2306,AZkl3}H:A%M8^GZ1@G,LNECL,28-02-2023,50000,28-02-2023,174215,178678,136072,380150,380150,7283.84,Done,2.29,Done,Done
380290,139,:fBaDyM[A{OG,LNECL,28-02-2023,41666,28-02-2023,NA,310089,103315,352799,352799,6405.92,Done,,pending,Done
380381,1394,"FZnmqqRiCw,6Z:VY|@A+Hd};7F-{<L/t3KfQb6:",LNECL,,,28-02-2023,NA,213166,85306,1283,180356,,pending,,pending,Normal_Interest_Is_Null
378546,1164,7]Bi6oAml#bH5EgU,LNECL,,,28-02-2023,NA,8978,3377,321565,328583,0,Done,,pending,Normal_Interest_Is_Zero
379561,1243,Akwt;}Hc9RP=hMeZ?MF&UkJk9=:fO=iA0Ob\S5,LNECL,,,,NA,290023,290023,22788,320145,,pending,,pending,No_Interest_Payment_Due
380371,1394,DZvhqlIiyyQBZL39FF6 DAJg;8,LNECL,,,28-02-2023,NA,39570,39570,3105,200931,,pending,,pending,Normal_Interest_Is_Null
386581,2993,HZmaqoNn2%\F^LXd,LNECL,28-02-2023,41000,28-02-2023,NA,210137,45273,66043,380746,2326.68,Done,0,Done,Done
385235,236,Ikks:~I,LNECL,28-02-2023,98333,28-02-2023,NA,143262,15597,154495,374839,15818.91,Done,255.64,Done,Done
385265,240,IrpeDqY:.vP=iBiVP,LNECL,28-02-2023,165000,28-02-2023,NA,172918,40631,354653,354653,24521.36,Done,27.31,Done,Done
375661,39,Ibmk3JM_AsXG5IeZS9F{#dsh0H)i,LNECL,28-02-2023,343000,28-02-2023,NA,198066,148642,359711,235347,44606.03,Done,,pending,Done
385325,241,@Zknq}If8R2shRaeE=F FkJh0@0x,LNECL,28-02-2023,186200,28-02-2023,NA,334515,51155,275620,330191,26077.32,Done,0.87,Done,Done
385385,2435,8ZthAxI[lwZ;^<b_|HD YY~`f@-rDL/9,LNECL,28-02-2023,444445,28-02-2023,NA,175787,7462,11182,11182,68103.41,Done,48.71,Done,Done
383215,1636,Iawb:kM:@w^J^<Xd,LNECL,28-02-2023,47000,28-02-2023,NA,15302,3744,3744,271193,8595.47,Done,17.19,Done,Done
385945,2689,CHu@3}Hc?*M85>aeBJB)Lkon,LNECL,28-02-2023,88888,28-02-2023,NA,198936,12781,4969,393196,14449.45,Done,9.32,Done,Done
385965,2698,CZja>kXg6RXIW>gV@@,LNECL,28-02-2023,80555,28-02-2023,188977,206036,80729,356453,356453,11323.87,Done,11.37,Done,Done
383755,176,H9u@>yGc@'U7h,LNECL,28-02-2023,222222,28-02-2023,NA,150300,15269,346838,115767,27002.77,Done,3.25,Done,Done
380156,136,"7keh;vUglta=a=\_DwE&Om~d6B7EKJ3K(V^(Z:Cit,D",LNECL,,,28-02-2023,129202,193946,42151,382389,353507,0,Done,,pending,Normal_Interest_Is_Zero
383835,178,CZjiBkL:@'Q9aL3ZK<;w#h!of@-rDL/9,LNECL,28-02-2023,50000,28-02-2023,NA,179191,170007,114908,114908,7074.79,Done,0.77,Done,Done
379206,1165,Cmcn6~ f6 UHZ=,LNECL,,,28-02-2023,NA,75366,150963,24526,386667,170213.84,Done,,pending,Done
386435,2933,"P9x@5yAn2v,Gi>X]|HD&Gmmo:",LNECL,28-02-2023,263888.88,28-02-2023,NA,346170,NA,23937,129990,45685.53,Done,167.44,Done,Done
386525,2986,Inp@B|Em@{Z;5!c:|DFz,LNECL,28-02-2023,1080000,28-02-2023,NA,311929,324715,13764,13764,138668.78,Done,57.74,Done,Done
380202,137,8ecc=JTbB!P9gxgYBE7VSY|ffD6nQ9>:fNbUWE;d,LNECL,,,28-02-2023,NA,373644,373644,164844,21471,0,Done,,pending,Normal_Interest_Is_Zero
384105,1843,"Dhtt:kKl<&_shRaeBPq'Ua!\;9cqDE3I,F",LNECL,28-02-2023,380328,28-02-2023,NA,337651,NA,23937,129990,29357.3,Done,36,Done,Done
384125,1852,7gklqlUc9vUB\x`RQ=D DdJAfG8j@DiH<RiTW6Hs,LNECL,28-02-2023,222222,28-02-2023,NA,193976,42146,356453,356453,28996.2,Done,6.38,Done,Done
386825,306,">bta= D::""`CgL",LNECL,28-02-2023,55555,28-02-2023,NA,147963,33661,148515,104871,11292.02,Done,94.74,Done,Done
384205,1893,LbmaD}H:@'MAeBaXPw;%Gak;7F-{<L/t3KfQb6:,LNECL,28-02-2023,694444,28-02-2023,NA,113746,6947,16219,271193,159393.68,Done,727.49,Done,Done
380390,1394,Akwp3JL[/w]I^,LNECL,,,,NA,164456,30431,9216,329799,,pending,,pending,No_Interest_Payment_Due
380384,1394,"Id{w3$ l:u,Da:aePwB-W8vo+",LNECL,,,28-02-2023,359111,126749,126749,367041,180356,240282.19,Done,,pending,Done
380264,1385,IZta8J&:4sP=VxUcLL:{Uk,LNECL,28-02-2023,222222,28-02-2023,188977,NA,132558,356453,356453,35392.94,Done,,pending,Done
379892,132,9ZteJJC[?y[sZQccBKEVSjsq(H)EGA7>;G],LNECL,,,28-02-2023,NA,246781,25393,383615,148433,0,Done,,pending,Normal_Interest_Is_Zero
384215,1899,"8aciDkVclX,7d",LNECL,28-02-2023,180000,28-02-2023,NA,148596,148597,386964,386964,0,Done,359.99,Done,Done
380453,1394,"Hiv@7!El4%Q9cxgV@@@&Ogqd,GcqGH",LNECL,,,28-02-2023,NA,181399,NA,55958,327379,49939.86,Done,,pending,Done
384445,200,IackFs j2'^Ca>h^,LNECL,28-02-2023,166667,28-02-2023,294326,151954,51305,235828,212878,24647.44,Done,51.39,Done,Done
379703,129,A9i@BJSc9)QF5IT]>;7,LNECL,28-02-2023,110680,28-02-2023,31992,206634,101122,34451,292379,19751.34,Done,,pending,Done
378643,1164,Imgr>sNalt[@iL3aSLq#W\,LNECL,28-02-2023,99444.44,28-02-2023,NA,175585,12344,334766,322056,22620.21,Done,,pending,Done
379760,129,A9i@BJSc9)QF5IT]>;7,LNECL,,,28-02-2023,31992,206634,101122,34451,292379,0,Done,,pending,Normal_Interest_Is_Zero
